nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat
Géraldine Grangier,1975-02-13,25,4,rassemblement national,139.0,0,"[2022, 2023, 2024]"
Guillaume Gouffier Valente,1986-02-01,94,6,renaissance,422.0,0,"[2022, 2023, 2024]"
Chantal Jourdan,1958-09-02,61,1,parti socialiste,452.0,0,"[2022, 2023, 2024]"
Marc Ferracci,1977-12-19,999,6,renaissance,266.0,0,"[2022, 2023, 2024]"
Lise Magnier,1984-12-31,51,4,horizons,196.0,0,"[2022, 2023, 2024]"
Loïc Prud'homme,1969-08-19,33,3,la france insoumise,626.0,0,"[2022, 2023, 2024]"
Lionel Tivoli,1988-02-29,06,2,rassemblement national,140.0,0,"[2022, 2023, 2024]"
Nicole Dubré-Chirat,1951-12-18,49,6,renaissance,366.0,0,"[2022, 2023, 2024]"
Bastien Marchive,1990-07-15,79,1,renaissance,309.0,0,"[2022, 2023, 2024]"
Francesca Pasquini,1981-12-27,92,2,europe ecologie les verts,501.0,0,"[2022, 2023, 2024]"
Mounir Belhamiti,1985-03-08,44,1,renaissance,457.0,0,"[2022, 2023, 2024]"
Joël Aviragnet,1956-06-16,31,8,parti socialiste,432.0,0,"[2022, 2023, 2024]"
Annie Genevard,1956-09-07,25,5,les republicains,97.0,0,"[2022, 2023, 2024]"
Pierre-Henri Dumont,1987-10-07,62,7,les republicains,125.0,0,"[2022, 2023, 2024]"
Raphaël Schellenberger,1990-02-14,68,4,les republicains,79.0,0,"[2022, 2023, 2024]"
Béatrice Roullaud,1960-06-09,77,6,rassemblement national,150.0,0,"[2022, 2023, 2024]"
Charles Rodwell,1996-07-26,78,1,renaissance,301.0,0,"[2022, 2023, 2024]"
Christophe Plassard,1967-11-19,17,5,horizons,200.0,0,"[2022, 2023, 2024]"
Antoine Vermorel-Marques,1993-02-17,42,5,les republicains,235.0,0,"[2022, 2023, 2024]"
Stéphane Buchou,1974-03-14,85,3,renaissance,395.0,0,"[2022, 2023, 2024]"
Jean-Yves Bony,1955-03-11,15,2,les republicains,84.0,0,"[2022, 2023, 2024]"
Huguette Tiegna,1982-04-01,46,2,renaissance,391.0,0,"[2022, 2023, 2024]"
Claudia Rouaux,1963-10-13,35,3,parti socialiste,532.0,0,"[2022, 2023, 2024]"
Clément Beaune,1981-08-14,75,7,renaissance,426.0,0,[2024]
Mansour Kamardine,1959-03-23,976,2,les republicains,94.0,0,"[2022, 2023, 2024]"
Vincent Rolland,1970-02-01,73,2,les republicains,214.0,0,"[2022, 2023, 2024]"
Frédérique Meunier,1960-12-08,19,2,les republicains,103.0,0,"[2022, 2023, 2024]"
Elie Califer,1954-04-19,971,4,parti socialiste,441.0,0,"[2022, 2023, 2024]"
Emmanuel Fernandes,1980-08-10,67,2,la france insoumise,547.0,0,"[2022, 2023, 2024]"
Laure Lavalette,1976-04-16,83,2,rassemblement national,45.0,0,"[2022, 2023, 2024]"
Didier Martin,1956-08-20,21,1,renaissance,302.0,0,"[2022, 2023, 2024]"
Claire Colomb-Pitollat,1979-09-17,13,2,renaissance,279.0,0,"[2022, 2023, 2024]"
Patrice Perrot,1964-02-24,58,2,renaissance,437.0,0,"[2022, 2023, 2024]"
Olivier Becht,1976-04-28,68,5,renaissance,281.0,0,[2024]
Perceval Gaillard,1983-04-24,974,7,la france insoumise,638.0,0,"[2022, 2023, 2024]"
Nicolas Dragon,1977-04-19,02,1,rassemblement national,118.0,0,"[2022, 2023, 2024]"
Eva Sas,1970-08-13,75,8,europe ecologie les verts,504.0,0,"[2022, 2023, 2024]"
Pierre Henriet,1991-11-26,85,5,horizons,292.0,0,"[2022, 2023, 2024]"
Bastien Lachaud,1980-08-05,93,6,la france insoumise,614.0,0,"[2022, 2023, 2024]"
Delphine Batho,1973-03-23,79,2,europe ecologie les verts,497.0,0,"[2022, 2023, 2024]"
Christelle D'Intorni,1985-05-02,06,5,les republicains,157.0,0,"[2022, 2023, 2024]"
Robin Reda,1991-05-10,91,7,renaissance,271.0,0,"[2022, 2023, 2024]"
Olivia Grégoire,1978-09-30,75,12,renaissance,324.0,0,[2022]
Jean-Marie Fiévet,1964-06-19,79,3,renaissance,465.0,0,"[2022, 2023, 2024]"
Ugo Bernalicis,1989-09-25,59,2,la france insoumise,601.0,0,"[2022, 2023, 2024]"
Hubert Brigand,1952-07-28,21,4,les republicains,158.0,0,"[2022, 2023, 2024]"
Anne Le Hénanff,1969-07-22,56,1,horizons,211.0,0,"[2022, 2023, 2024]"
Fabrice Brun,1968-04-02,07,3,les republicains,133.0,0,"[2022, 2023, 2024]"
Hubert Ott,1964-06-06,68,2,mouvement democrate,304.0,0,"[2022, 2023, 2024]"
Violette Spillebout,1972-09-02,59,9,renaissance,338.0,0,"[2022, 2023, 2024]"
Anne Brugnera,1970-11-28,69,4,renaissance,351.0,0,"[2022, 2023, 2024]"
Estelle Folest,1976-06-17,95,6,mouvement democrate,170.0,0,"[2022, 2023, 2024]"
Florian Chauche,1984-01-22,90,2,la france insoumise,548.0,0,"[2022, 2023, 2024]"
Laurence Cristol,1967-11-08,34,3,renaissance,469.0,0,"[2022, 2023, 2024]"
Fabien Roussel,1969-04-16,59,20,democratie et republique,588.0,0,"[2022, 2023, 2024]"
Lionel Causse,1971-05-06,40,2,renaissance,361.0,0,"[2022, 2023, 2024]"
Anne-Laure Babault,1982-01-03,17,2,mouvement democrate,277.0,0,"[2022, 2023, 2024]"
Mickaël Bouloux,1972-08-16,35,8,parti socialiste,542.0,0,"[2022, 2023, 2024]"
Alexis Jolly,1990-12-22,38,6,rassemblement national,130.0,0,"[2022, 2023, 2024]"
Michèle Tabarot,1962-10-13,06,9,les republicains,99.0,0,"[2022, 2023, 2024]"
Paul Midy,1983-01-25,91,5,renaissance,327.0,0,"[2022, 2023, 2024]"
Hadrien Clouet,1991-07-13,31,1,la france insoumise,636.0,0,"[2022, 2023, 2024]"
Anne-Laurence Petel,1970-02-08,13,14,renaissance,340.0,0,"[2022, 2023, 2024]"
Jorys Bovet,1993-03-30,03,2,rassemblement national,2.0,0,"[2022, 2023, 2024]"
Matthias Tavel,1987-07-06,44,8,la france insoumise,603.0,0,"[2022, 2023, 2024]"
Inaki Echaniz,1993-09-02,64,4,parti socialiste,551.0,0,"[2022, 2023, 2024]"
Fabienne Colboc,1971-08-09,37,4,renaissance,368.0,0,"[2022, 2023, 2024]"
Florent Boudié,1973-09-22,33,10,renaissance,354.0,0,"[2022, 2023, 2024]"
Marie-Charlotte Garin,1995-09-02,69,3,europe ecologie les verts,502.0,0,"[2022, 2023, 2024]"
Kévin Mauvieux,1991-09-09,27,3,rassemblement national,47.0,0,"[2022, 2023, 2024]"
Caroline Janvier,1982-03-09,45,2,renaissance,353.0,0,"[2022, 2023, 2024]"
Andrée Taurinya,1963-06-03,42,2,la france insoumise,565.0,0,"[2022, 2023, 2024]"
Nathalie Da Conceicao Carvalho,1966-03-31,91,2,rassemblement national,39.0,0,"[2022, 2023, 2024]"
Marine Hamelet,1967-07-13,82,2,rassemblement national,6.0,0,"[2022, 2023, 2024]"
Maud Petit,1971-11-15,94,4,mouvement democrate,168.0,0,"[2022, 2023, 2024]"
Philippe Juvin,1964-02-01,92,3,les republicains,113.0,0,"[2022, 2023, 2024]"
Sandrine Rousseau,1972-03-08,75,9,europe ecologie les verts,506.0,0,"[2022, 2023, 2024]"
Sébastien Jumel,1971-12-20,76,6,democratie et republique,583.0,0,"[2022, 2023, 2024]"
Anthony Brosse,1980-11-04,45,5,renaissance,473.0,0,"[2022, 2023, 2024]"
Frédéric Valletoux,1966-08-23,77,2,horizons,221.0,0,"[2022, 2023, 2024]"
Cyrille Isaac-Sibille,1958-04-30,69,12,mouvement democrate,177.0,0,"[2022, 2023, 2024]"
Aude Luquet,1967-08-18,77,1,mouvement democrate,254.0,0,"[2022, 2023, 2024]"
Bérangère Couillard,1986-07-24,33,7,renaissance,333.0,0,[2024]
Jérôme Legavre,1972-08-20,93,12,la france insoumise,649.0,0,"[2022, 2023, 2024]"
Marie-Noëlle Battistel,1956-08-20,38,4,parti socialiste,541.0,0,"[2022, 2023, 2024]"
Stéphanie Rist,1973-08-06,45,1,renaissance,260.0,0,"[2022, 2023, 2024]"
Éric Martineau,1968-05-08,72,3,mouvement democrate,307.0,0,"[2022, 2023, 2024]"
Mireille Clapot,1963-10-14,26,1,renaissance,291.0,0,"[2022, 2023, 2024]"
Laurent Croizier,1975-01-29,25,1,mouvement democrate,162.0,0,"[2022, 2023, 2024]"
Jean-Pierre Cubertafon,1948-02-05,24,3,mouvement democrate,165.0,0,"[2022, 2023, 2024]"
Henri Alfandari,1979-10-02,37,3,horizons,206.0,0,"[2022, 2023, 2024]"
Marc Le Fur,1956-11-28,22,3,les republicains,96.0,0,"[2022, 2023, 2024]"
Nathalie Serre,1968-08-17,69,8,les republicains,101.0,0,"[2022, 2023, 2024]"
Bertrand Sorre,1965-05-08,50,2,renaissance,447.0,0,"[2022, 2023, 2024]"
Olivier Falorni,1972-03-27,17,1,mouvement democrate,175.0,0,"[2022, 2023, 2024]"
Stéphanie Kochert,1975-08-12,67,8,horizons,222.0,0,"[2022, 2023, 2024]"
Nadia Hai,1980-03-08,78,7,renaissance,410.0,0,"[2022, 2023, 2024]"
Yannick Neuder,1969-03-15,38,7,les republicains,216.0,0,"[2022, 2023, 2024]"
Alma Dufour,1990-05-06,76,4,la france insoumise,536.0,0,"[2022, 2023, 2024]"
Hubert Wulfranc,1956-12-17,76,3,democratie et republique,584.0,0,"[2022, 2023, 2024]"
Vincent Seitlinger,1987-01-18,57,5,les republicains,155.0,0,"[2022, 2023, 2024]"
Philippe Fait,1969-06-24,62,4,renaissance,472.0,0,"[2022, 2023, 2024]"
Jacqueline Maquet,1949-05-13,62,2,renaissance,430.0,0,"[2022, 2023, 2024]"
Cécile Untermaier,1951-12-28,71,4,parti socialiste,451.0,0,"[2022, 2023, 2024]"
Anne-Laure Blin,1983-06-12,49,3,les republicains,100.0,0,"[2022, 2023, 2024]"
Ian Boucard,1988-05-05,90,1,les republicains,123.0,0,"[2022, 2023, 2024]"
Nicolas Thierry,1975-12-08,33,2,europe ecologie les verts,503.0,0,"[2022, 2023, 2024]"
Aurore Bergé,1986-11-13,78,10,renaissance,342.0,0,"[2022, 2023]"
Sandra Regol,1978-04-13,67,1,europe ecologie les verts,498.0,0,"[2022, 2023, 2024]"
Florence Goulet,1961-06-30,55,2,rassemblement national,21.0,0,"[2022, 2023, 2024]"
Amélia Lakrafi,1978-03-20,999,10,renaissance,280.0,0,"[2022, 2023, 2024]"
Gérald Darmanin,1982-10-11,59,10,renaissance,485.0,0,[2022]
Yaël Menache,1985-05-12,80,5,rassemblement national,19.0,0,"[2022, 2023, 2024]"
Michèle Martinez,1968-06-06,66,4,rassemblement national,141.0,0,"[2022, 2023, 2024]"
Rachel Keke,1974-05-30,94,7,la france insoumise,616.0,0,"[2022, 2023, 2024]"
Sandrine Dogor-Such,1970-11-08,66,3,rassemblement national,58.0,0,"[2022, 2023, 2024]"
Nathalie Oziol,1990-02-18,34,2,la france insoumise,567.0,0,"[2022, 2023, 2024]"
Caroline Fiat,1977-01-28,54,6,la france insoumise,607.0,0,"[2022, 2023, 2024]"
Thomas Ménagé,1992-01-06,45,4,rassemblement national,3.0,0,"[2022, 2023, 2024]"
Virginie Duby-Muller,1979-08-16,74,4,les republicains,95.0,0,"[2022, 2023, 2024]"
Christelle Petex,1980-09-02,74,3,les republicains,134.0,0,"[2022, 2023, 2024]"
François Ruffin,1975-10-18,80,1,la france insoumise,637.0,0,"[2022, 2023, 2024]"
Éric Pauget,1970-08-18,06,7,les republicains,111.0,0,"[2022, 2023, 2024]"
Mathilde Paris,1985-01-14,45,3,rassemblement national,49.0,0,"[2022, 2023, 2024]"
Loïc Kervran,1984-02-11,18,3,horizons,183.0,0,"[2022, 2023, 2024]"
Laurent Marcangeli,1980-12-10,2A,1,horizons,187.0,0,"[2022, 2023, 2024]"
Sylvain Maillard,1974-04-28,75,1,renaissance,337.0,0,"[2022, 2023, 2024]"
Mickaël Cosson,1975-11-29,22,1,mouvement democrate,296.0,0,"[2022, 2023, 2024]"
Josiane Corneloup,1959-09-30,71,2,les republicains,87.0,0,"[2022, 2023, 2024]"
Michel Herbillon,1951-03-06,94,8,les republicains,88.0,0,"[2022, 2023, 2024]"
Denis Masséglia,1981-04-11,49,5,renaissance,365.0,0,"[2022, 2023, 2024]"
Bruno Fuchs,1959-04-07,68,6,mouvement democrate,276.0,0,"[2022, 2023, 2024]"
Hendrik Davi,1977-12-21,13,5,la france insoumise,648.0,0,"[2022, 2023, 2024]"
Marie Lebec,1990-12-17,78,4,renaissance,426.0,0,"[2022, 2023, 2024]"
Stéphane Vojetta,1974-07-19,999,5,renaissance,314.0,0,"[2022, 2023, 2024]"
Serge Muller,1976-02-26,24,2,rassemblement national,151.0,0,"[2022, 2023, 2024]"
Geneviève Darrieussecq,1956-03-04,40,1,mouvement democrate,257.0,0,"[2023, 2024]"
Didier Paris,1954-02-14,21,5,renaissance,298.0,0,"[2022, 2023, 2024]"
Liliana Tanguy,1967-03-12,29,7,renaissance,385.0,0,"[2022, 2023, 2024]"
Olivier Marleix,1971-02-06,28,2,les republicains,98.0,0,"[2022, 2023, 2024]"
Didier Le Gac,1965-07-19,29,3,renaissance,312.0,0,"[2022, 2023, 2024]"
Jérôme Nury,1972-08-25,61,3,les republicains,215.0,0,"[2022, 2023, 2024]"
Stanislas Guerini,1982-05-14,75,3,renaissance,483.0,0,[2022]
Julien Rancoule,1993-07-31,11,3,rassemblement national,56.0,0,"[2022, 2023, 2024]"
Sébastien Rome,1978-10-12,34,4,la france insoumise,625.0,0,"[2022, 2023, 2024]"
Bryan Masson,1996-12-21,06,6,rassemblement national,64.0,0,"[2022, 2023, 2024]"
Barbara Pompili,1975-06-13,80,2,renaissance,255.0,0,"[2022, 2023]"
Laetitia Saint-Paul,1981-01-21,49,4,renaissance,265.0,0,"[2022, 2023, 2024]"
Astrid Panosyan-Bouvet,1971-08-13,75,4,renaissance,431.0,0,"[2022, 2023, 2024]"
Dominique Potier,1964-03-17,54,5,parti socialiste,434.0,0,"[2022, 2023, 2024]"
Caroline Parmentier,1965-12-16,62,9,rassemblement national,44.0,0,"[2022, 2023, 2024]"
Patricia Mirallès,1967-08-22,34,1,renaissance,475.0,0,[2022]
Jean-Luc Bourgeaux,1963-04-10,35,7,les republicains,145.0,0,"[2022, 2023, 2024]"
Jérôme Buisson,1973-01-15,01,4,rassemblement national,13.0,0,"[2022, 2023, 2024]"
Léo Walter,1972-04-14,04,2,la france insoumise,609.0,0,"[2022, 2023, 2024]"
Vincent Descoeur,1962-12-13,15,1,les republicains,83.0,0,"[2022, 2023, 2024]"
Christine Arrighi,1959-09-19,31,9,europe ecologie les verts,518.0,0,"[2022, 2023, 2024]"
Éric Woerth,1956-01-29,60,4,renaissance,250.0,0,"[2022, 2023, 2024]"
Élisabeth Borne,1961-04-18,14,6,renaissance,255.0,0,[2024]
Charles Sitzenstuhl,1988-12-03,67,5,renaissance,282.0,0,"[2022, 2023, 2024]"
Roger Vicot,1963-06-01,59,11,parti socialiste,553.0,0,"[2022, 2023, 2024]"
Thomas Mesnier,1986-03-04,16,1,horizons,189.0,0,[2022]
Arthur Delaporte,1991-10-07,14,2,parti socialiste,531.0,0,"[2022, 2023, 2024]"
Natalia Pouzyreff,1961-02-18,78,6,renaissance,414.0,0,"[2022, 2023, 2024]"
Roger Chudeau,1949-09-28,41,2,rassemblement national,7.0,0,"[2022, 2023, 2024]"
Christine Pires Beaune,1964-10-06,63,2,parti socialiste,530.0,0,"[2022, 2023, 2024]"
Christophe Bex,1961-11-14,31,7,la france insoumise,557.0,0,"[2022, 2023, 2024]"
Murielle Lepvraud,1974-07-15,22,4,la france insoumise,650.0,0,"[2022, 2023, 2024]"
Élodie Jacquier-Laforge,1978-04-15,38,9,mouvement democrate,178.0,0,"[2022, 2023, 2024]"
Michel Guiniot,1954-11-29,60,6,rassemblement national,60.0,0,"[2022, 2023, 2024]"
Joëlle Mélin,1950-03-26,13,9,rassemblement national,17.0,0,"[2022, 2023, 2024]"
Katiana Levavasseur,1970-12-09,27,2,rassemblement national,71.0,0,"[2022, 2023, 2024]"
Didier Lemaire,1975-07-23,68,3,horizons,209.0,0,"[2022, 2023, 2024]"
Dino Cinieri,1955-07-09,42,4,les republicains,114.0,0,"[2022, 2023]"
Isabelle Valentin,1962-01-20,43,1,les republicains,91.0,0,"[2022, 2023, 2024]"
Guillaume Kasbarian,1987-02-28,28,1,renaissance,400.0,0,"[2022, 2023, 2024]"
Louis Margueritte,1984-09-10,71,5,renaissance,445.0,0,"[2022, 2023, 2024]"
Emmanuel Taché de la Pagerie,1975-02-20,13,16,rassemblement national,137.0,0,"[2022, 2023, 2024]"
Emmanuel Lacresse,1971-07-14,54,2,renaissance,347.0,0,"[2022, 2023, 2024]"
Sébastien Peytavie,1982-04-17,24,4,europe ecologie les verts,491.0,0,"[2022, 2023, 2024]"
Benoît Bordat,1984-02-07,21,2,renaissance,405.0,0,"[2022, 2023, 2024]"
Soumya Bourouaha,1964-03-16,93,4,democratie et republique,590.0,0,"[2022, 2023, 2024]"
Alexandre Holroyd,1987-05-17,999,3,renaissance,339.0,0,"[2022, 2023, 2024]"
Isabelle Rauch,1968-08-10,57,9,horizons,181.0,0,"[2022, 2023, 2024]"
Gérard Leseul,1960-08-15,76,5,parti socialiste,540.0,0,"[2022, 2023, 2024]"
Nicolas Metzdorf,1988-05-20,988,2,renaissance,360.0,0,"[2022, 2023, 2024]"
Jean-Pierre Taite,1962-03-14,42,6,les republicains,146.0,0,"[2022, 2023, 2024]"
Sabrina Agresti-Roubache,1976-10-13,13,1,renaissance,350.0,0,"[2022, 2023]"
Raphaël Gérard,1968-10-17,17,4,renaissance,399.0,0,"[2022, 2023, 2024]"
Christine Engrand,1955-05-07,62,6,rassemblement national,153.0,0,"[2022, 2023, 2024]"
Pierre Dharréville,1975-06-15,13,13,democratie et republique,592.0,0,"[2022, 2023, 2024]"
Alexandre Vincendet,1983-10-06,69,7,horizons,236.0,0,"[2022, 2023, 2024]"
Emmanuel Mandon,1965-06-22,42,3,mouvement democrate,297.0,0,"[2022, 2023, 2024]"
Sandrine Josso,1975-09-19,44,7,mouvement democrate,295.0,0,"[2022, 2023, 2024]"
Michèle Peyron,1961-07-22,77,9,renaissance,425.0,0,"[2022, 2023, 2024]"
Nicolas Ray,1981-05-14,03,3,les republicains,132.0,0,"[2022, 2023, 2024]"
Olga Givernet,1981-10-17,01,3,renaissance,427.0,0,"[2022, 2023, 2024]"
Sarah El Haïry,1989-03-16,44,5,mouvement democrate,306.0,0,[2022]
Jean-Luc Fugit,1969-11-27,69,11,renaissance,383.0,0,"[2022, 2023, 2024]"
Jean-Hugues Ratenon,1967-06-25,974,5,la france insoumise,615.0,0,"[2022, 2023, 2024]"
Stéphane Peu,1962-07-24,93,2,democratie et republique,589.0,0,"[2022, 2023, 2024]"
Éric Girardin,1962-02-12,51,3,renaissance,370.0,0,"[2022, 2023, 2024]"
Brigitte Liso,1959-07-29,59,4,renaissance,424.0,0,"[2022, 2023, 2024]"
Louise Morel,1995-10-15,67,6,mouvement democrate,285.0,0,"[2022, 2023, 2024]"
Lionel Royer-Perreaut,1972-11-13,13,6,renaissance,288.0,0,"[2022, 2023, 2024]"
Sophia Chikirou,1979-06-03,75,6,la france insoumise,527.0,0,"[2022, 2023, 2024]"
Graziella Melchior,1960-04-06,29,5,renaissance,290.0,0,"[2022, 2023, 2024]"
Fabrice Le Vigoureux,1969-08-27,14,1,renaissance,376.0,0,"[2022, 2023, 2024]"
Vincent Bru,1955-04-29,64,6,mouvement democrate,164.0,0,"[2022, 2023, 2024]"
Florence Lasserre,1974-06-29,64,5,mouvement democrate,248.0,0,"[2022, 2023, 2024]"
Isabelle Santiago,1965-09-20,94,9,parti socialiste,433.0,0,"[2022, 2023, 2024]"
Belkhir Belhaddad,1969-07-09,57,1,renaissance,382.0,0,"[2022, 2023, 2024]"
Christian Baptiste,1962-06-18,971,2,parti socialiste,440.0,0,"[2022, 2023, 2024]"
Annaïg Le Meur,1973-04-29,29,1,renaissance,380.0,0,"[2022, 2023, 2024]"
Alexandre Loubet,1994-07-07,57,7,rassemblement national,11.0,0,"[2022, 2023, 2024]"
Monique Iborra,1945-03-08,31,6,renaissance,381.0,0,"[2022, 2023, 2024]"
Erwan Balanant,1971-02-21,29,8,mouvement democrate,253.0,0,"[2022, 2023, 2024]"
Yoann Gillet,1986-08-29,30,1,rassemblement national,66.0,0,"[2022, 2023, 2024]"
Éric Alauzet,1958-06-07,25,2,renaissance,468.0,0,"[2022, 2023, 2024]"
Sacha Houlié,1988-10-08,86,2,renaissance,341.0,0,"[2022, 2023, 2024]"
Clémentine Autain,1973-05-26,93,11,la france insoumise,561.0,0,"[2022, 2023, 2024]"
Cécile Rilhac,1974-04-21,95,3,renaissance,372.0,0,"[2022, 2023, 2024]"
Charlotte Leduc,1980-06-18,57,3,la france insoumise,559.0,0,"[2022, 2023, 2024]"
Karl Olive,1969-03-29,78,12,renaissance,315.0,0,"[2022, 2023, 2024]"
Lisa Belluco,1988-07-20,86,1,europe ecologie les verts,507.0,0,"[2022, 2023, 2024]"
Damien Adam,1989-06-28,76,1,renaissance,303.0,0,"[2022, 2023, 2024]"
Damien Maudet,1996-11-14,87,1,la france insoumise,644.0,0,"[2022, 2023, 2024]"
Béatrice Bellamy,1966-10-20,85,2,horizons,199.0,0,"[2022, 2023, 2024]"
Félicie Gérard,1974-01-28,59,7,horizons,190.0,0,"[2022, 2023, 2024]"
Anne Stambach-Terrenoir,1980-06-23,31,2,la france insoumise,543.0,0,"[2022, 2023, 2024]"
Jean-Noël Barrot,1983-05-13,78,2,mouvement democrate,322.0,0,[2022]
Julien Odoul,1985-05-08,89,3,rassemblement national,12.0,0,"[2022, 2023, 2024]"
Farida Amrani,1976-09-03,91,1,la france insoumise,643.0,0,"[2022, 2023, 2024]"
Raquel Garrido,1974-04-23,93,5,la france insoumise,574.0,0,"[2022, 2023, 2024]"
François Piquemal,1984-12-28,31,4,la france insoumise,555.0,0,"[2022, 2023, 2024]"
Frédéric Falcon,1985-11-23,11,2,rassemblement national,149.0,0,"[2022, 2023, 2024]"
Clémence Guetté,1991-03-15,94,2,la france insoumise,634.0,0,"[2022, 2023, 2024]"
Stéphane Rambaud,1960-04-05,83,3,rassemblement national,72.0,0,"[2022, 2023, 2024]"
Eléonore Caroit,1985-07-08,999,2,renaissance,270.0,0,"[2023, 2024]"
Pierre Cordier,1972-05-27,08,2,les republicains,104.0,0,"[2022, 2023, 2024]"
Laure Miller,1983-12-25,51,2,renaissance,406.0,0,"[2023, 2024]"
Caroline Yadan,1968-08-14,75,3,renaissance,483.0,0,"[2022, 2023, 2024]"
Patricia Lemoine,1961-12-30,77,5,renaissance,486.0,0,"[2022, 2023, 2024]"
Servane Hugues,1976-06-28,38,1,renaissance,400.0,0,"[2022, 2023, 2024]"
Mathilde Desjonquères,1980-09-06,41,1,mouvement democrate,286.0,0,"[2022, 2023, 2024]"
Juliette Vilgrain,1960-05-07,77,2,horizons,221.0,0,[2024]
Didier Padey,1965-11-09,73,1,mouvement democrate,269.0,0,[2024]
Eric Husson,1963-07-06,91,9,renaissance,324.0,0,[2024]
Christopher Weissberg,1985-11-26,999,1,renaissance,393.0,0,"[2022, 2023, 2024]"
Sylvie Bonnet,1969-12-21,42,4,les republicains,114.0,0,"[2023, 2024]"
Véronique De Montchalin,1948-06-20,28,1,renaissance,400.0,0,[2024]
Frédéric Zgainski,1972-10-30,33,7,mouvement democrate,324.0,0,"[2022, 2023, 2024]"
Claire Guichard,1967-05-30,92,10,renaissance,484.0,0,"[2022, 2023, 2024]"
Freddy Sertin,1980-02-07,14,6,renaissance,404.0,0,"[2022, 2023, 2024]"
Charlotte Goetschy-Bolognese,1990-07-21,68,5,renaissance,281.0,0,"[2022, 2023, 2024]"
Fanta Berete,1975-05-31,75,12,renaissance,348.0,0,"[2022, 2023, 2024]"
Laurence Heydel Grillere,1968-11-18,07,2,renaissance,399.0,0,"[2022, 2023, 2024]"
Vincent Ledoux,1966-06-21,59,10,renaissance,485.0,0,"[2022, 2023, 2024]"
Clara Chassaniol,1993-07-26,75,7,renaissance,401.0,0,"[2022, 2023, 2024]"
Chantal Bouloux,1961-06-23,22,2,renaissance,326.0,0,"[2022, 2023, 2024]"
Luc Geismar,1966-11-01,44,5,mouvement democrate,306.0,0,"[2022, 2023, 2024]"
Philippe Sorez,1961-05-20,34,1,renaissance,475.0,0,"[2022, 2023, 2024]"
Fabien Lainé,1976-04-15,40,1,mouvement democrate,269.0,0,"[2022, 2023]"
Anne Grignon,1977-05-16,78,2,mouvement democrate,166.0,0,[2022]
Philippe Guillemard,1975-04-28,54,1,renaissance,474.0,0,"[2022, 2023, 2024]"
Laurent Esquenet-Goxes,1962-08-23,31,10,mouvement democrate,323.0,0,"[2022, 2023, 2024]"
Agnès Carel,1968-06-09,76,7,horizons,221.0,0,"[2022, 2023, 2024]"
Philippe Frei,1968-12-28,21,3,renaissance,384.0,0,"[2023, 2024]"
Didier Parakian,1964-03-05,13,1,renaissance,411.0,0,"[2023, 2024]"
Édouard Bénard,1995-02-18,76,3,democratie et republique,584.0,0,[2024]
Laurent Leclercq,1970-11-26,28,4,mouvement democrate,269.0,0,"[2023, 2024]"
Catherine Jaouen,1962-04-05,84,1,rassemblement national,119.0,0,"[2023, 2024]"
Anne Bergantz,1968-09-17,78,2,mouvement democrate,322.0,0,"[2022, 2023, 2024]"
Virginie Lanlo,1968-04-26,92,8,renaissance,378.0,0,"[2023, 2024]"
Alexandra Martin,1976-07-28,33,1,renaissance,439.0,0,"[2023, 2024]"
Ingrid Dordain,1978-03-18,80,2,renaissance,464.0,0,"[2023, 2024]"
Mereana Reid Arbelot,1970-09-12,987,3,democratie et republique,582.0,0,"[2023, 2024]"
Philippe Emmanuel,1960-06-08,78,10,renaissance,398.0,0,"[2023, 2024]"
